es_id,cluster,row_id,report_group,study,outcome_subject,grade_band,g,v,se,n_t,n_c,n_clusters,icc_assumed,cluster_adjusted,pretest_adjusted,test_type,test_name,include,exclude_reason,extraction_method,source_stat,page_ref,extractor,confidence,notes
borman_2007-02,borman_2007,8,borman_2007,Borman et al. 2007,Reading,K-2,0.2399,0.01209,0.11,1085,1023,35,,True,True,standardized_independent,Woodcock Reading Mastery Tests - Revised (WMRT) Word Identification subtest (reading words in isolation; nationally normed),1,,"Standardized HLM fixed-effect coefficient for SFA assignment, Table 4 (combined longitudinal + in-mover sample): d = 0.24, SE = 0.11 (matches Table 5 School-wide Year 3 = 0.24). g = J*d, J = 0.99964 (df = 2106), g = 0.2399. g_se = J*0.11 = 0.1100; g_var = 0.01209. Pretest-adjusted (school-mean PPVT), cluster-adjusted (school-level HLM).",0.24,Table 4 (p. 50 of PDF); Table 5 School-wide Year 3 (p. 51); results text p. 28-29,subagent,high,"Full analytic ('school-wide') sample (n_t=1,085, n_c=1,023). Significant at p<.05 (t=2.29). One of three co-equal primary literacy outcomes."
borman_2007-03,borman_2007,8,borman_2007,Borman et al. 2007,Reading,K-2,0.2099,0.00809,0.09,1085,1023,35,,True,True,standardized_independent,Woodcock Reading Mastery Tests - Revised (WMRT) Passage Comprehension subtest (cloze reading comprehension; nationally normed),1,,"Standardized HLM fixed-effect coefficient for SFA assignment, Table 4 (combined longitudinal + in-mover sample): d = 0.21, SE = 0.09 (matches Table 5 School-wide Year 3 = 0.21). g = J*d, J = 0.99964 (df = 2106), g = 0.2099. g_se = J*0.09 = 0.0900; g_var = 0.00809. Pretest-adjusted (school-mean PPVT), cluster-adjusted (school-level HLM).",0.21,Table 4 (p. 50 of PDF); Table 5 School-wide Year 3 (p. 51); results text p. 28-29,subagent,high,"Full analytic ('school-wide') sample (n_t=1,085, n_c=1,023). Significant at p<.05 (t=2.36). One of three co-equal primary literacy outcomes."
borman_2007-04,borman_2007,8,borman_2007,Borman et al. 2007,Reading,K-2,0.3298,0.01209,0.11,,,35,,True,True,standardized_independent,Woodcock Reading Mastery Tests - Revised (WMRT) Word Attack subtest (phonemic decoding; nationally normed) - three-year longitudinal sample,0,subgroup,"Standardized HLM fixed-effect coefficient for SFA assignment, Table 3 (three-year longitudinal sample, n=1,445): d = 0.33, SE = 0.11 (matches Table 5 Longitudinal Year 3 = 0.33). g = J*d, J = 0.99948 (df = 1443 using total longitudinal N), g = 0.3298. g_se = J*0.11 = 0.1099; g_var = 0.01209. Pretest-adjusted (school-mean PPVT), cluster-adjusted (school-level HLM).",0.33,Table 3 (p. 49 of PDF); Table 5 Longitudinal Year 3 (p. 51); results text p. 27-28,subagent,high,"Three-year LONGITUDINAL sample (n=1,445): the non-random persister subset of children who remained in SFA/control schools across all three study years (Year 1 baseline kindergarten cohort through spring grade 2). Subgroup of the full school-wide sample, hence is_full_sample=false. Per-condition n split not reported (full school-wide split is 1,085/1,023). Significant at p<.01 (t=3.03)."
borman_2007-05,borman_2007,8,borman_2007,Borman et al. 2007,Reading,K-2,0.2199,0.00999,0.0999,,,35,,True,True,standardized_independent,Woodcock Reading Mastery Tests - Revised (WMRT) Word Identification subtest (reading words in isolation; nationally normed) - three-year longitudinal sample,0,subgroup,"Standardized HLM fixed-effect coefficient for SFA assignment, Table 3 (three-year longitudinal sample, n=1,445): d = 0.22, SE = 0.10 (matches Table 5 Longitudinal Year 3 = 0.22). g = J*d, J = 0.99948 (df = 1443), g = 0.2199. g_se = J*0.10 = 0.0999; g_var = 0.00999. Pretest-adjusted (school-mean PPVT), cluster-adjusted (school-level HLM).",0.22,Table 3 (p. 49 of PDF); Table 5 Longitudinal Year 3 (p. 51); results text p. 27-28,subagent,high,"Three-year longitudinal (persister) subset, n=1,445. Significant at p<.05 (t=2.24). Subgroup of the full school-wide sample."
borman_2007-06,borman_2007,8,borman_2007,Borman et al. 2007,Reading,K-2,0.2099,0.00809,0.09,,,35,,True,True,standardized_independent,Woodcock Reading Mastery Tests - Revised (WMRT) Passage Comprehension subtest (cloze comprehension; nationally normed) - three-year longitudinal sample,0,subgroup,"Standardized HLM fixed-effect coefficient for SFA assignment, Table 3 (three-year longitudinal sample, n=1,445): d = 0.21, SE = 0.09 (matches Table 5 Longitudinal Year 3 = 0.21). g = J*d, J = 0.99948 (df = 1443), g = 0.2099. g_se = J*0.09 = 0.0900; g_var = 0.00809. Pretest-adjusted (school-mean PPVT), cluster-adjusted (school-level HLM).",0.21,Table 3 (p. 49 of PDF); Table 5 Longitudinal Year 3 (p. 51); results text p. 27-28,subagent,high,"Three-year longitudinal (persister) subset, n=1,445. Significant at p<.05 (t=2.37). Subgroup of the full school-wide sample. Identical point estimate to the full-sample Passage Comprehension contrast (0.21)."
borman_2008-01,borman_2008,9,borman_2008,Borman et al. 2008,STEM,4,-0.267,0.0082,0.091,,,74,0.25,True,True,researcher_made,LAUSD life science periodic assessment (Grade 4),0,researcher_made,"Authors' standardized effect (Table 8, p.261) d=-0.27 from fully-specified 2-level HLM Model 3 coeff -0.056 (Table 2); g=J*d, J=0.9895 (df=n_clusters-2=72); g_se=J*(SE_coeff/SD), SD=0.207 back-derived from coeff/ES; standardized by student-level outcome SD (proportion-correct).",-0.056,Table 2 (Model 3) p.248; Table 8 p.261; n p.246-247,subagent,medium,"Headline confirmatory outcome ('the key science achievement outcome'; 'main outcome of interest is the life science periodic score'). Total analytic n=6,385 students, 74 schools (80 assigned; 6 schools dropped: 1 control, 5 treatment). ICC=0.25 (unconditional model). Statistically significant negative effect (p<.01). Coeff = ~6 percentage-point control advantage. Immediate post (1st implementation year); 2nd-year/CST-Science not reported in this article."
borman_2008-02,borman_2008,9,borman_2008,Borman et al. 2008,STEM,4,-0.503,0.0297,0.172,749,777,60,0.52,True,True,researcher_made,LAUSD life science periodic assessment (Grade 4),0,researcher_made,"Authors' standardized effect (Table 8) d=-0.51 from HLM Model 3 coeff -0.111 (Table 2); g=J*d, J=0.9870 (df=58); g_se=J*(SE_coeff/SD), SD=0.218 (=0.111/0.51); standardized by student-level outcome SD.",-0.111,"Table 2 (Model 3, Science Lead Teacher) p.248; Table 8 p.261; n p.246-247",subagent,medium,"NON-RANDOM subset: students of the designated science lead teacher (primary PD target) at each school. Lead-teacher role assigned PRE-randomization, so treat/control contrast is experimental, but it is a subgroup of the full sample. n=1,526 (749 T, 777 C), 60 schools. DIFFERENTIAL ATTRITION (treatment 64% vs control 72% retained, p<.01) -> caution; may positively bias the (already negative) estimate. ICC=0.52. Largest negative effect (-0.51 SD, p<.01)."
borman_2008-03,borman_2008,9,borman_2008,Borman et al. 2008,STEM,4,0.01,0.0066,0.081,,,74,,True,True,researcher_made,LAUSD earth science periodic assessment (Grade 4),0,researcher_made,"Authors' standardized effect (Table 8) d=0.01 from HLM Model 3 coeff 0.002 (Table 3); g=J*d, J=0.9895 (df=72); g_se=J*(SE_coeff/SD), SD=0.207.",0.002,Table 3 (Model 3) p.251; Table 8 p.261,subagent,medium,"More distal content (not the immersion focus). Total n=6,862 students, 74 schools. Not statistically significant; effect ~0. Coefficient heavily rounded -> g from coeff alone unstable; authors' Table 8 ES used as basis."
borman_2008-04,borman_2008,9,borman_2008,Borman et al. 2008,STEM,4,-0.079,0.0166,0.129,,,71,,True,True,researcher_made,LAUSD physical science periodic assessment (Grade 4),0,researcher_made,"Authors' standardized effect (Table 8) d=-0.08; HLM Model 3 coeff -0.006 (Table 4); g=J*d, J=0.9891 (df=69); g_se=J*(SE_coeff/SD), SD=0.207.",-0.006,Table 4 (Model 3) p.252; Table 8 p.261,subagent,medium,"More distal content. Total n=6,444 students, 71 schools. Not statistically significant. Table 8 reports d=-0.08 while Model-3 coeff (-0.006) is near zero; reported coeff is rounded to 3 d.p. so g taken from authors' Table 8 ES."
borman_2008-05,borman_2008,9,borman_2008,Borman et al. 2008,STEM,4,-0.02,0.0139,0.118,,,63,,True,True,researcher_made,LAUSD earth science periodic assessment (Grade 4),0,researcher_made,"Authors' standardized effect (Table 8) d=-0.02; HLM Model 3 coeff 0.003 (Table 3, lead-teacher); g=J*d, J=0.9877 (df=61); g_se=J*(SE_coeff/SD), SD=0.218.",0.003,"Table 3 (Model 3, Science Lead Teacher) p.251; Table 8 p.261",subagent,medium,"Non-random science-lead-teacher subset. n=1,667 students, 63 schools. Not significant; ~0. Sign of Table 8 ES (-0.02) opposite to rounded coeff (+0.003) due to rounding; authors' Table 8 used as basis."
borman_2008-06,borman_2008,9,borman_2008,Borman et al. 2008,STEM,4,-0.03,0.015,0.122,,,59,,True,True,researcher_made,LAUSD physical science periodic assessment (Grade 4),0,researcher_made,"Authors' standardized effect (Table 8) d=-0.03; HLM Model 3 coeff -0.006 (Table 4, lead-teacher); g=J*d, J=0.9868 (df=57); g_se=J*(SE_coeff/SD), SD=0.218.",-0.006,"Table 4 (Model 3, Science Lead Teacher) p.252; Table 8 p.261",subagent,medium,"Non-random science-lead-teacher subset. n=1,565 students, 59 schools. Not significant; ~0."
borman_2021-01,borman_2021,10,borman_2021,Borman et al. 2021,Other,7-8,0.04,,,,,11,,True,True,standardized_independent,"Cumulative postintervention GPA (grade point average), school administrative records; reported as a standardized achievement measure",0,no_variance,"Reported HLM impact coefficient b=0.04 (SE=0.05) for the Treatment effect on Black students' postintervention GPA; paper states d<0.01 (effectively zero). GPA appears to be standardized (SD~=1), so g~=b~=0.04. Small-sample correction J could not be applied (df/n not given). NOT independently verifiable from PDF (Supplemental Table S8 is online-only).",0.04,"p.21 (section 'Variation in Student Discipline Explained by Postintervention GPA', lines 907-910); detailed numbers in online-only Supplemental Table S8 (not in PDF)",subagent,high,"BLACK-SUBGROUP ONLY, not the full randomized sample (set is_full_sample=false). GPA was used as a MEDIATOR/predictor of the behavioral (suspension/ODR) outcomes, not as a primary achievement outcome. Paper explicitly reports the achievement effect for Black students as null (b=0.04, SE=0.05, z=0.65, p=.517, d<0.01). No full-sample, White-subgroup, or other-subgroup achievement treatment effect is reported in the article body, and the supplemental table holding the underlying numbers is not in this PDF. Do NOT treat this as the study's primary full-sample TPD-vs-control achievement contrast."
bottge_2014-01,bottge_2014,11,bottge_2014,Bottge et al. 2014,STEM,6-8,1.0,0.028,0.167,159,176,31,,True,True,researcher_made,"Fractions Computation Test (researcher-developed, 42 pts)",0,researcher_made,"Authors' reported Hedges' g (Table 3 ES). g = gamma010 / s_pool; gamma010 = HLM pretest+covariate-adjusted impact, s_pool = pooled unadjusted student-level posttest SD (Table 3 footnote). g_se = impact_se / s_pool (s_pool back-derived from gamma010/ES). My own pooled-SD recompute gives ~1.18 (unequal posttest SDs 13.70 vs 6.65); authors' headline 1.00 retained.",12.55,p.432 Table 3 (total row); means/SDs p.432 Table 2,subagent,high,"Headline researcher-developed fraction-computation outcome (RQ1), p<.001, n=319 valid posttest in HLM. Subsumes 10 subscales (Addition Overall/Simple/Mixed, Subtraction Overall/Simple/Mixed, Like/Unlike Denominator, No-rewrite/Rewrite), ES range .73-1.00, all p<.001."
bottge_2014-02,bottge_2014,11,bottge_2014,Bottge et al. 2014,STEM,6-8,0.39,0.031,0.175,159,176,31,,True,True,researcher_made,"Problem-Solving Test PS1-PS2 (researcher-developed, 35 pts)",0,researcher_made,Authors' reported Hedges' g (Table 3 ES). g = gamma010 / s_pool (HLM pretest+covariate-adjusted impact / pooled unadjusted posttest SD). g_se = impact_se / s_pool (s_pool back-derived from gamma010/ES). Independent pooled-SD recompute reproduces ES (.40 vs reported .39).,1.76,p.432 Table 3 (total row); means/SDs p.432 Table 2,subagent,high,"Headline researcher-developed problem-solving outcome (RQ2), p<.05, n=324 valid posttest in HLM. Subsumes 4 subscales: Ratios & Proportional Relationships (ES .61, p<.01), Measurement & Data (.16 ns), Number & Operations-Fractions (.15 ns), Geometry/Graphing (.57, p<.01)."
bottge_2014-03,bottge_2014,11,bottge_2014,Bottge et al. 2014,STEM,6-8,0.44,0.026,0.163,159,176,31,,True,True,standardized_independent,"ITBS Computation subtest (Iowa Tests of Basic Skills, Form C Level 12, 30 items)",1,,Authors' reported Hedges' g (Table 3 ES). g = gamma010 / s_pool (HLM pretest+covariate-adjusted impact / pooled unadjusted posttest SD). g_se = impact_se / s_pool (s_pool back-derived from gamma010/ES). Independent pooled-SD recompute reproduces ES (.45 vs reported .44).,2.22,p.432 Table 3 (total row); means/SDs p.432 Table 2,subagent,high,"STANDARDIZED/norm-referenced math computation outcome (the type the meta-analysis includes), p<.05, n=317 valid posttest in HLM. Subsumes 6 subscales: Fraction Addition (.60**), Fraction Subtraction (.41**), Whole/Decimal Addition (.40*), Subtraction (.26 ns), Multiplication (.25 ns), Division (.09 ns); effect driven by fraction subscales."
bottge_2014-04,bottge_2014,11,bottge_2014,Bottge et al. 2014,STEM,6-8,-0.04,0.023,0.152,159,176,31,,True,True,standardized_independent,"ITBS Problem-Solving and Data Interpretation subtest (Iowa Tests of Basic Skills, Form C Level 12, 28 items)",1,,"Authors' reported Hedges' g (Table 3 ES, magnitude .04) signed NEGATIVE to match gamma010 = -0.15 (favors BAU). g = gamma010 / s_pool. g_se = impact_se / s_pool (s_pool back-derived from |gamma010|/ES). Independent pooled-SD recompute reproduces magnitude (-.04).",-0.15,p.432 Table 3 (total row); means/SDs p.432 Table 2,subagent,high,STANDARDIZED/norm-referenced math problem-solving outcome. NON-SIGNIFICANT and slightly FAVORS BAU (gamma010 = -0.15) - the only one of four measures not favoring EAI. n=327 valid posttest in HLM. No extracted subscales.
boylan_2018-01,boylan_2018,12,boylan_2018,Boylan et al. 2018,STEM,3-6,0.0,0.003822,0.0618,2803,3015,110,0.11,True,True,standardized_independent,"KS2 maths attainment (overall raw points, National Curriculum tests / SATs via NPD)",1,,"EEF/SHU cluster-randomised Hedges g = stage-2 three-level ITT multilevel impact coefficient (Group=Intervention, b=0.06, raw KS2 maths points; model controls KS1 maths at pupil + school level) divided by standardizing SD = sqrt(empty-model total variance 566.1) = 23.79. g = 0.06/23.79 = 0.0025 ~ 0.00 (report rounds to 0.00). impact_se/g_se = model coef SE (1.471) / 23.79 = 0.0618; g_var = g_se^2 = 0.003822. Consistency check: report 95% CI (-0.12, +0.12) implies SE = 0.24/(2*1.96) = 0.0612 (g_var 0.003748).",0.06,"p.5 Table 1 (exec summary); p.39 Table 12 (headline ITT); p.107 Table 40 + Appendix I (model coefficients, empty-model variance, g calculation)",subagent,high,"Headline / primary confirmatory outcome (EEF security rating: very high). Overall KS2 maths is the composite that subsumes the three KS2 maths test papers (also extracted as subscales). n in model = 5,818 (2,803 intervention; 3,015 control); 110 schools, 207 classes. p = 0.970 (no evidence of impact). mean/sd are bivariate descriptive (Table 11, n=2,877/3,111). Scaled-score model gave g = +0.01 (n.s.), not extracted separately (same outcome). National Curriculum KS2 maths tests (SATs) are externally set/marked standardized assessments obtained from the National Pupil Database -> standardized_independent."
boylan_2018-02,boylan_2018,12,boylan_2018,Boylan et al. 2018,STEM,3-6,0.15,0.005579,0.0747,1778,2063,81,0.13,True,True,researcher_made,"Computational Thinking test (SHU-developed, Bebras/Beaver-based), raw score - all participants (81 schools)",0,researcher_made,"EEF/SHU cluster-randomised Hedges g = stage-2 three-level multilevel impact coefficient (Group=Intervention, b=0.33, CT raw score; controls KS1 maths pupil + school) divided by standardizing SD = sqrt(empty-model total variance 4.88) = 2.209. g = 0.33/2.209 = 0.149 ~ 0.15. impact_se/g_se = coef SE (0.165)/2.209 = 0.0747; g_var = 0.005579. Consistency check: report 95% CI (+0.001, +0.29) implies SE = 0.289/(2*1.96) = 0.0737 (g_var 0.005435).",0.33,"p.41 Table 15 (CT impact); p.108-109 Table 41 + Appendix I (model coefficients, empty-model variance, g calculation)",subagent,high,"Interim secondary outcome measured at end of Year 1 (Year 5). Statistically significant positive effect (p=0.048) but below the analysis-stage MDES (~0.17) so estimated retrospective power only ~60%; report urges caution. Heavy missing CT data (full ITT not possible): not obtained from 29 schools incl. 11 known intervention withdrawals. n in model = 3,841 (1,778 intervention; 2,063 control); 81 schools, 162 classes. Complete-pairs sensitivity subsample (62 schools) gave g = +0.12 (95% CI -0.04, +0.29), n.s. - not extracted (sensitivity, not full sample). Test developed independently by SHU evaluators (Bebras-based), not a published standardized commercial/state test -> researcher_made; developers disputed its construct validity."
